Date,삼성전자,SK하이닉스,파두
2025-09-16,108.32196452933151,232.62032085561498,91.72413793103448
2025-09-17,106.68485675306958,222.92780748663102,94.48275862068965
2025-09-18,109.54979536152796,237.6336898395722,104.92610837438423
2025-09-22,113.91541609822646,234.62566844919786,119.21182266009853
2025-09-23,115.5525238744884,241.3101604278075,122.9064039408867
2025-09-24,116.5075034106412,238.97058823529412,121.92118226600985
2025-09-25,117.462482946794,238.30213903743314,108.86699507389162
2025-09-26,113.6425648021828,224.9331550802139,107.88177339901478
2025-09-29,114.87039563437926,233.28877005347596,104.1871921182266
2025-09-30,114.4611186903138,232.2860962566845,108.86699507389162
2025-10-01,117.32605729877217,240.6417112299465,105.41871921182266
2025-10-02,122.44201909959071,264.3716577540107,112.31527093596058
2025-10-10,128.78581173260574,286.09625668449195,110.5911330049261
2025-10-13,127.28512960436562,277.40641711229944,116.99507389162562
2025-10-14,124.96589358799454,275.0668449197861,110.5911330049261
2025-10-15,129.6043656207367,282.4197860962567,111.82266009852218
2025-10-16,133.28785811732607,302.4732620320856,113.05418719211822
2025-10-17,133.5607094133697,311.1631016042781,109.60591133004927
2025-10-20,133.83356070941338,324.5320855614973,106.65024630541873
2025-10-21,133.0150068212824,320.18716577540107,108.12807881773398
2025-10-22,134.5156889495225,321.8582887700535,110.34482758620689
2025-10-23,131.65075034106414,319.8529411764706,105.91133004926108
2025-10-24,134.78854024556617,340.90909090909093,114.5320197044335
2025-10-27,139.15416098226467,357.620320855615,117.48768472906403
2025-10-28,135.74351978171896,348.2620320855615,118.22660098522168
2025-10-29,137.10777626193723,372.9946524064171,118.22660098522168
2025-10-30,142.01909959072304,379.67914438502675,120.93596059113301
2025-10-31,146.65757162346523,373.6631016042781,125.1231527093596
2025-11-03,151.56889495225104,414.4385026737968,127.58620689655173
2025-11-04,143.1105047748977,391.71122994652404,128.07881773399015
2025-11-05,137.2442019099591,387.0320855614973,130.29556650246306
2025-11-06,135.33424283765348,396.3903743315508,123.15270935960592
2025-11-07,133.5607094133697,387.7005347593583,118.22660098522168
2025-11-10,137.2442019099591,405.0802139037433,129.064039408867
2025-11-11,141.20054570259208,413.7700534759358,128.07881773399015
2025-11-12,140.65484311050477,412.43315508021385,131.7733990147783
2025-11-13,140.2455661664393,409.09090909090907,124.63054187192117
2025-11-14,132.60572987721693,374.331550802139,118.47290640394088
2025-11-17,137.2442019099591,405.0802139037433,120.19704433497537
2025-11-18,133.4242837653479,381.01604278074865,121.67487684729063
2025-11-19,131.65075034106414,375.668449197861,111.82266009852218
2025-11-20,137.2442019099591,381.6844919786096,118.22660098522168
2025-11-21,129.33151432469305,348.2620320855615,109.85221674876848
2025-11-24,131.92360163710777,347.59358288770056,109.11330049261083
2025-11-25,135.4706684856753,346.9251336898396,111.08374384236453
2025-11-26,140.2455661664393,350.26737967914437,122.41379310344827
2025-11-27,141.20054570259208,363.6363636363636,141.13300492610838
2025-11-28,137.10777626193723,354.2780748663102,136.20689655172413
2025-12-01,137.51705320600274,359.62566844919786,133.4975369458128
2025-12-02,141.06412005457025,372.9946524064171,128.57142857142858
2025-12-03,142.56480218281035,368.98395721925135,129.55665024630542
2025-12-04,143.38335607094135,362.2994652406417,126.10837438423646
2025-12-05,147.88540245566168,363.6363636363636,125.61576354679802
2025-12-08,149.38608458390178,385.6951871657754,122.66009852216749
2025-12-09,147.88540245566168,378.3422459893048,121.18226600985223
